timestamp,load_kw,pv_kw,battery_charge_kw,battery_discharge_kw,grid_import_kw,grid_export_kw,battery_soc_kWh,battery_net_injection_kw,grid_net_import_kw
2026-08-25 00:00:00-07:00,15.0,0.0,0.0,0.0,14.999999993455802,0.0,9.999999997957298,0.0,14.999999993455802
2026-08-25 00:15:00-07:00,15.0,0.0,0.0,0.0,14.99999992553952,0.0,9.999999978077987,0.0,14.99999992553952
2026-08-25 00:30:00-07:00,15.0,0.0,0.0,0.0,14.999999996560726,0.0,9.999999976833546,0.0,14.999999996560726
2026-08-25 00:45:00-07:00,15.0,0.0,0.0,0.0,14.999999997238488,0.0,9.999999975761082,0.0,14.999999997238488
2026-08-25 01:00:00-07:00,15.0,0.0,0.0,0.0,14.99999999042477,0.0,9.999999972930455,0.0,14.99999999042477
2026-08-25 01:15:00-07:00,15.0,0.0,0.0,0.0,14.9999999960221,0.0,9.999999971548403,0.0,14.9999999960221
2026-08-25 01:30:00-07:00,15.0,0.0,0.0,0.0,14.999999997996586,0.0,9.999999970666648,0.0,14.999999997996586
2026-08-25 01:45:00-07:00,15.0,0.0,0.0,0.0,14.999999999018195,0.0,9.999999970039013,0.0,14.999999999018195
2026-08-25 02:00:00-07:00,15.0,0.0,0.0,0.0,14.999999997939117,0.0,9.99999996914267,0.0,14.999999997939117
2026-08-25 02:15:00-07:00,15.0,0.0,0.0,0.0,14.999999999152925,0.0,9.999999968548078,0.0,14.999999999152925
2026-08-25 02:30:00-07:00,15.0,0.0,0.0,0.0,14.999999999443066,0.0,9.99999996802467,0.0,14.999999999443066
2026-08-25 02:45:00-07:00,15.0,0.0,0.0,0.0,15.00000000010718,0.0,9.99999996766289,0.0,15.00000000010718
2026-08-25 03:00:00-07:00,15.0,0.0,0.0,0.0,14.999999996819524,0.0,9.999999966483546,0.0,14.999999996819524
2026-08-25 03:15:00-07:00,15.0,0.0,0.0,0.0,14.999999996914617,0.0,9.999999965328264,0.0,14.999999996914617
2026-08-25 03:30:00-07:00,15.0,0.0,0.0,0.0,14.999999996847372,0.0,9.999999964155837,0.0,14.999999996847372
2026-08-25 03:45:00-07:00,15.0,0.0,0.0,0.0,14.99999999688576,0.0,9.999999962993067,0.0,14.99999999688576
2026-08-25 04:00:00-07:00,15.0,0.0,0.0,0.0,14.999999998350374,0.0,9.99999996219891,0.0,14.999999998350374
2026-08-25 04:15:00-07:00,15.0,0.0,0.0,0.0,14.999999998121234,0.0,9.99999996134741,0.0,14.999999998121234
2026-08-25 04:30:00-07:00,15.0,0.0,0.0,0.0,14.999999997524935,0.0,9.999999960346043,0.0,14.999999997524935
2026-08-25 04:45:00-07:00,15.0,0.0,0.0,0.0,14.999999997536484,0.0,9.99999995934749,0.0,14.999999997536484
2026-08-25 05:00:00-07:00,15.0,0.0,0.0,0.0,14.999999997154788,0.0,9.99999995825245,0.0,14.999999997154788
2026-08-25 05:15:00-07:00,15.0,0.0,0.0,0.0,14.999999996421984,0.0,9.99999995697126,0.0,14.999999996421984
2026-08-25 05:30:00-07:00,15.0,0.0,0.0,0.0,14.999999995098321,0.0,9.999999955351264,0.0,14.999999995098321
2026-08-25 05:45:00-07:00,15.0,0.0,0.0,0.0,14.999999988478365,0.0,9.999999952012178,0.0,14.999999988478365
2026-08-25 06:00:00-07:00,25.0,0.0,0.0,0.0,24.999999998722906,0.0,9.999999951311356,0.0,24.999999998722906
2026-08-25 06:15:00-07:00,25.0,1.962093876904292,0.0,0.0,23.0379061218466,0.0,9.99999995061706,0.0,23.0379061218466
2026-08-25 06:30:00-07:00,25.0,3.915785766601547,0.0,0.0,21.084214232620614,0.0,9.999999950038585,0.0,21.084214232620614
2026-08-25 06:45:00-07:00,25.0,5.852709660483847,0.0,0.0,19.14729033957718,0.0,9.999999949664314,0.0,19.14729033957718
2026-08-25 07:00:00-07:00,25.0,7.764571353075622,0.0,0.0,17.235428644050437,0.0,9.999999948561067,0.0,17.235428644050437
2026-08-25 07:15:00-07:00,25.0,9.643183959094848,0.0,0.0,15.356816042936769,0.0,9.999999948654942,0.0,15.356816042936769
2026-08-25 07:30:00-07:00,25.0,11.480502970952694,0.0,0.0,13.519497034290291,0.0,9.999999949493736,0.0,13.519497034290291
2026-08-25 07:45:00-07:00,25.0,13.268660706570037,0.0,0.0,11.731339303257624,0.0,9.999999951397635,0.0,11.731339303257624
2026-08-25 08:00:00-07:00,25.0,14.999999999999998,0.0,0.0,10.000000008112613,0.0,9.999999952900339,0.0,10.000000008112613
2026-08-25 08:15:00-07:00,25.0,16.667106990588067,0.0,0.0,8.332893024739116,0.0,9.999999956091756,0.0,8.332893024739116
2026-08-25 08:30:00-07:00,25.0,18.26284287026162,0.0,0.0,6.737157150127642,0.0,9.999999960475094,0.0,6.737157150127642
2026-08-25 08:45:00-07:00,25.0,19.780374453002064,0.0,0.0,5.219625572274538,0.0,9.999999966011925,0.0,5.219625572274538
2026-08-25 09:00:00-07:00,25.0,21.213203435596423,0.0,0.0,3.7867965822564775,0.0,9.99999996979307,0.0,3.7867965822564775
2026-08-25 09:15:00-07:00,25.0,22.555194224369323,0.0,0.0,2.444805807874055,0.0,9.999999976976136,0.0,2.444805807874055
2026-08-25 09:30:00-07:00,25.0,23.800600208737055,0.0,0.0,1.1993998347803354,0.0,9.99999998682968,0.0,1.1993998347803354
2026-08-25 09:45:00-07:00,25.0,24.944088369076354,4.3089147508260055,0.0,4.364826381700792,0.0,11.023367239639658,-4.3089147508260055,4.364826381700792
2026-08-25 10:00:00-07:00,25.0,25.980762113533157,0.9807621728484419,0.0,0.0,0.0,11.256298255182786,-0.9807621728484419,0.0
2026-08-25 10:15:00-07:00,25.0,26.906182245980652,1.9061824022130616,0.0,0.0,0.0,11.709016575202858,-1.9061824022130616,0.0
2026-08-25 10:30:00-07:00,25.0,27.716385975338603,4.999999324855456,0.0,2.283613349537654,0.0,12.896516414356315,-4.999999324855456,2.283613349537654
2026-08-25 10:45:00-07:00,25.0,28.407903884853166,3.407904092111647,0.0,0.0,0.0,13.705893635737258,-3.407904092111647,0.0
2026-08-25 11:00:00-07:00,25.0,28.97777478867205,3.9777749132985134,0.0,0.0,0.0,14.650615177154439,-3.9777749132985134,0.0
2026-08-25 11:15:00-07:00,25.0,29.423558412096913,4.423558616415778,0.0,0.0,0.0,15.701210348067798,-4.423558616415778,0.0
2026-08-25 11:30:00-07:00,25.0,29.74334584121431,4.743346009950135,0.0,0.0,0.0,16.827755024954225,-4.743346009950135,0.0
2026-08-25 11:45:00-07:00,25.0,29.935767697158106,4.935767729396207,0.0,0.0,0.0,17.999999860208067,-4.935767729396207,0.0
2026-08-25 12:00:00-07:00,35.0,30.0,0.0,0.0,5.000000022678127,0.0,17.99999986513064,0.0,5.000000022678127
2026-08-25 12:15:00-07:00,35.0,29.935767697158106,0.0,0.0,5.064232323384754,0.0,17.999999869550212,0.0,5.064232323384754
2026-08-25 12:30:00-07:00,35.0,29.74334584121431,0.0,0.0,5.2566541722588696,0.0,17.999999872305416,0.0,5.2566541722588696
2026-08-25 12:45:00-07:00,35.0,29.423558412096913,0.0,0.0,5.576441594952497,0.0,17.99999987356093,0.0,5.576441594952497
2026-08-25 13:00:00-07:00,35.0,28.97777478867205,0.0,0.0,6.0222252215901175,0.0,17.999999875567102,0.0,6.0222252215901175
2026-08-25 13:15:00-07:00,35.0,28.40790388485317,0.0,0.0,6.592096121547629,0.0,17.999999876675716,0.0,6.592096121547629
2026-08-25 13:30:00-07:00,35.0,27.716385975338607,0.0,0.0,7.283614029374834,0.0,17.999999877395275,0.0,7.283614029374834
2026-08-25 13:45:00-07:00,35.0,26.906182245980652,0.0,0.0,8.093817754280815,0.0,17.999999877071392,0.0,8.093817754280815
2026-08-25 14:00:00-07:00,35.0,25.98076211353316,0.0,0.0,9.019237890634303,0.0,17.999999877668216,0.0,9.019237890634303
2026-08-25 14:15:00-07:00,35.0,24.944088369076354,0.0,0.0,10.055911630304658,0.0,17.99999987713317,0.0,10.055911630304658
2026-08-25 14:30:00-07:00,35.0,23.800600208737055,0.0,0.0,11.199399792250006,0.0,17.999999876988664,0.0,11.199399792250006
2026-08-25 14:45:00-07:00,35.0,22.555194224369323,0.0,0.0,12.444805775540988,0.0,17.999999876586195,0.0,12.444805775540988
2026-08-25 15:00:00-07:00,35.0,21.213203435596427,0.0,0.0,13.786796568235193,0.0,17.999999877112018,0.0,13.786796568235193
2026-08-25 15:15:00-07:00,35.0,19.780374453002068,0.0,0.0,15.219625548369761,0.0,17.999999877063463,0.0,15.219625548369761
2026-08-25 15:30:00-07:00,35.0,18.262842870261625,0.0,0.0,16.737157128775948,0.0,17.999999876450993,0.0,16.737157128775948
2026-08-25 15:45:00-07:00,35.0,16.667106990588074,0.0,0.0,18.332893006303426,0.0,17.999999875301313,0.0,18.332893006303426
2026-08-25 16:00:00-07:00,35.0,14.999999999999998,0.0,0.0,20.000000006347513,0.0,17.999999876418016,0.0,20.000000006347513
2026-08-25 16:15:00-07:00,35.0,13.268660706570051,0.0,0.0,21.731339295091054,0.0,17.99999987644337,0.0,21.731339295091054
2026-08-25 16:30:00-07:00,35.0,11.480502970952697,0.0,0.0,23.519497028595666,0.0,17.999999875961507,0.0,23.519497028595666
2026-08-25 16:45:00-07:00,35.0,9.643183959094852,0.0,0.0,25.356816039453918,0.0,17.999999875233566,0.0,25.356816039453918
2026-08-25 17:00:00-07:00,20.0,7.76457135307563,0.0,0.0,12.235428648179466,0.0,17.999999875163564,0.0,12.235428648179466
2026-08-25 17:15:00-07:00,20.0,5.852709660483845,0.0,0.0,14.147290336803728,0.0,17.999999874118068,0.0,14.147290336803728
2026-08-25 17:30:00-07:00,20.0,3.9157857666015596,0.0,0.0,16.084214210016373,0.0,17.999999867682092,0.0,16.084214210016373
2026-08-25 17:45:00-07:00,20.0,1.9620938769042935,0.0,4.999999932121673,13.037906193660078,0.0,16.684210412302576,4.999999932121673,13.037906193660078
2026-08-25 18:00:00-07:00,20.0,0.0,0.0,0.0,19.999999992887183,0.0,16.68421041012808,0.0,19.999999992887183
2026-08-25 18:15:00-07:00,20.0,0.0,0.0,4.999999932642667,15.00000007008201,0.0,15.36842095461977,4.999999932642667,15.00000007008201
2026-08-25 18:30:00-07:00,20.0,0.0,0.0,4.999999996741241,15.000000005049253,0.0,14.052631482066207,4.999999996741241,15.000000005049253
2026-08-25 18:45:00-07:00,20.0,0.0,0.0,4.999999999008762,15.000000002011872,0.0,12.736842008786775,4.999999999008762,15.000000002011872
2026-08-25 19:00:00-07:00,20.0,0.0,0.0,4.999999998191283,15.000000003133524,0.0,11.421052535769473,4.999999998191283,15.000000003133524
2026-08-25 19:15:00-07:00,20.0,0.0,0.0,4.9999999946127245,15.000000007369385,0.0,10.105263063811705,4.9999999946127245,15.000000007369385
2026-08-25 19:30:00-07:00,20.0,0.0,0.0,4.999999981420583,15.000000020932184,0.0,8.789473595395604,4.999999981420583,15.000000020932184
2026-08-25 19:45:00-07:00,20.0,0.0,0.0,4.999999896371495,15.000000106346766,0.0,7.473684149431258,4.999999896371495,15.000000106346766
2026-08-25 20:00:00-07:00,20.0,0.0,0.0,0.0,19.999999974684435,0.0,7.473684142488751,0.0,19.999999974684435
2026-08-25 20:15:00-07:00,20.0,0.0,0.0,0.0,19.99999998778252,0.0,7.473684138983043,0.0,19.99999998778252
2026-08-25 20:30:00-07:00,20.0,0.0,0.0,0.0,19.999999992071697,0.0,7.473684136597013,0.0,19.999999992071697
2026-08-25 20:45:00-07:00,20.0,0.0,0.0,0.0,19.999999998244025,0.0,7.473684135796074,0.0,19.999999998244025
2026-08-25 21:00:00-07:00,20.0,0.0,0.0,0.0,19.9999999922951,0.0,7.473684133468039,0.0,19.9999999922951
2026-08-25 21:15:00-07:00,20.0,0.0,0.0,0.0,19.999999993870773,0.0,7.473684131548846,0.0,19.999999993870773
2026-08-25 21:30:00-07:00,20.0,0.0,0.0,0.0,19.999999999432298,0.0,7.473684131042603,0.0,19.999999999432298
2026-08-25 21:45:00-07:00,20.0,0.0,0.0,0.0,20.00000000070783,0.0,7.473684130846519,0.0,20.00000000070783
2026-08-25 22:00:00-07:00,20.0,0.0,0.0,0.0,19.99999999693444,0.0,7.473684129714275,0.0,19.99999999693444
2026-08-25 22:15:00-07:00,20.0,0.0,0.0,0.0,19.99999999608825,0.0,7.473684128366061,0.0,19.99999999608825
2026-08-25 22:30:00-07:00,20.0,0.0,0.0,0.0,20.00000000051072,0.0,7.473684128122287,0.0,20.00000000051072
2026-08-25 22:45:00-07:00,20.0,0.0,0.0,0.0,20.00000000199973,0.0,7.473684128233634,0.0,20.00000000199973
2026-08-25 23:00:00-07:00,20.0,0.0,0.0,0.0,19.999999993975504,0.0,7.473684126341269,0.0,19.999999993975504
2026-08-25 23:15:00-07:00,20.0,0.0,0.0,0.0,19.99999999858566,0.0,7.473684125624755,0.0,19.99999999858566
2026-08-25 23:30:00-07:00,20.0,0.0,0.0,0.0,19.999999999624826,0.0,7.473684125165126,0.0,19.999999999624826
2026-08-25 23:45:00-07:00,20.0,0.0,0.0,0.0,20.00000000267921,0.0,7.473684125435787,0.0,20.00000000267921
2026-08-26 00:00:00-07:00,15.75,0.0,0.0,0.0,15.749999999408155,0.0,7.47368412492205,0.0,15.749999999408155
2026-08-26 00:15:00-07:00,15.75,0.0,0.0,0.0,15.75000000251531,0.0,7.473684125153406,0.0,15.75000000251531
2026-08-26 00:30:00-07:00,15.75,0.0,0.0,0.0,15.750000002643299,0.0,7.473684125414689,0.0,15.750000002643299
2026-08-26 00:45:00-07:00,15.75,0.0,0.0,0.0,15.75000000387139,0.0,7.473684125962711,0.0,15.75000000387139
2026-08-26 01:00:00-07:00,15.75,0.0,0.0,0.0,15.750000001391431,0.0,7.473684125928411,0.0,15.750000001391431
2026-08-26 01:15:00-07:00,15.75,0.0,0.0,4.999999972656824,10.750000029896794,0.0,6.157894659854249,4.999999972656824,10.750000029896794
2026-08-26 01:30:00-07:00,15.75,0.0,0.0,0.0,15.750000001403,0.0,6.157894659822555,0.0,15.750000001403
2026-08-26 01:45:00-07:00,15.75,0.0,0.0,0.0,15.75000000239111,0.0,6.1578946600241995,0.0,15.75000000239111
2026-08-26 02:00:00-07:00,15.75,0.0,0.0,0.0,15.750000000960094,0.0,6.157894659886675,0.0,15.750000000960094
2026-08-26 02:15:00-07:00,15.75,0.0,0.0,0.0,15.75000000138763,0.0,6.157894659851082,0.0,15.75000000138763
2026-08-26 02:30:00-07:00,15.75,0.0,0.0,0.0,15.75000000180159,0.0,6.157894659913552,0.0,15.75000000180159
2026-08-26 02:45:00-07:00,15.75,0.0,0.0,0.0,15.750000002074867,0.0,6.157894660040433,0.0,15.750000002074867
2026-08-26 03:00:00-07:00,15.75,0.0,0.0,0.0,15.750000001564194,0.0,6.157894660046538,0.0,15.750000001564194
2026-08-26 03:15:00-07:00,15.75,0.0,0.0,0.0,15.750000001436474,0.0,6.157894660022252,0.0,15.750000001436474
2026-08-26 03:30:00-07:00,15.75,0.0,0.0,0.0,15.749999999849623,0.0,6.1578946596159,0.0,15.749999999849623
2026-08-26 03:45:00-07:00,15.75,0.0,0.0,0.0,15.750000000729472,0.0,6.157894659422581,0.0,15.750000000729472
2026-08-26 04:00:00-07:00,15.75,0.0,0.0,0.0,15.75000000015649,0.0,6.157894659090815,0.0,15.75000000015649
2026-08-26 04:15:00-07:00,15.75,0.0,0.0,0.0,15.749999999647633,0.0,6.157894658634897,0.0,15.749999999647633
2026-08-26 04:30:00-07:00,15.75,0.0,0.0,0.0,15.749999999061028,0.0,6.157894658034498,0.0,15.749999999061028
2026-08-26 04:45:00-07:00,15.75,0.0,0.0,0.0,15.749999999636552,0.0,6.157894657575779,0.0,15.749999999636552
2026-08-26 05:00:00-07:00,15.75,0.0,0.0,0.0,15.750000000655923,0.0,6.157894657364538,0.0,15.750000000655923
2026-08-26 05:15:00-07:00,15.75,0.0,0.0,0.0,15.750000000333584,0.0,6.157894657075498,0.0,15.750000000333584
2026-08-26 05:30:00-07:00,15.75,0.0,0.0,0.0,15.74999999928713,0.0,6.15789465653083,0.0,15.74999999928713
2026-08-26 05:45:00-07:00,15.75,0.0,0.0,0.0,15.749999996744963,0.0,6.157894655348226,0.0,15.749999996744963
2026-08-26 06:00:00-07:00,26.25,0.0,0.0,0.0,26.24999999755211,0.0,6.15789465437253,0.0,26.24999999755211
2026-08-26 06:15:00-07:00,26.25,1.471570407678219,0.0,0.0,24.778429581612244,0.0,6.157894651261864,0.0,24.778429581612244
2026-08-26 06:30:00-07:00,26.25,2.93683932495116,0.0,0.0,23.31316065857787,0.0,6.157894646642757,0.0,23.31316065857787
2026-08-26 06:45:00-07:00,26.25,4.3895322453628856,0.0,0.0,21.860467744149954,0.0,6.1578946435895565,0.0,21.860467744149954
2026-08-26 07:00:00-07:00,26.25,5.823428514806716,0.0,0.0,20.426571477981305,0.0,6.157894641388876,0.0,20.426571477981305
2026-08-26 07:15:00-07:00,26.25,7.232387969321136,0.0,0.0,19.017612031292764,0.0,6.157894641167642,0.0,19.017612031292764
2026-08-26 07:30:00-07:00,26.25,8.61037722821452,0.0,0.0,17.639622776245435,0.0,6.15789464185016,0.0,17.639622776245435
2026-08-26 07:45:00-07:00,26.25,9.951495529927527,0.0,0.0,16.298504480390825,0.0,6.157894643898732,0.0,16.298504480390825
2026-08-26 08:00:00-07:00,26.25,11.249999999999998,0.0,0.0,15.000000007443004,0.0,6.157894645274434,0.0,15.000000007443004
